playerId,Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg
29639,Alex Koritz,M,Raw,24,88.55,217.5,212.5,142.5
4403,Yves Fontaney,M,Raw,52.5,70.1,177.5,182.5,105
7393,Jann Alcantara,M,Raw,26,79.4,187.5,230,125
11395,Desiree Spears,F,Raw,34.5,64.1,107.5,130,55
1374,Thomas Hower,M,Raw,26.5,102.5,225,255,137.5
22061,Allison Santana,F,Wraps,37,54.4,100,112.5,52.5
25445,Andre Garcia,M,Single-ply,33.5,73.8,290,275.5,225.5
14183,Shahzad Hussain,M,Wraps,24,77.7,175,227.5,112.5
19875,Amber Minnick,F,Wraps,25,65.86,82.5,102.5,47.5
16253,Matt Kiley,M,Single-ply,37.5,92.35,235,230,170
4315,Marina Anthony,F,Raw,51.5,96.45,100,140,65
28316,Joe Jano,M,Wraps,45,128.37,227.5,215,155
4878,Mark Foster,M,Raw,36,88.8,202.5,240,132.5
16329,Christopher Cobo-Kroenke,M,Raw,20,79.74,142.5,150,90
20149,Benjamin Leavitt,M,Raw,33,64.64,152.5,185,75
14965,Wendy Tracey,F,Wraps,44.5,75.52,106.59,122.47,74.84
2661,Ryan Seaver,M,Raw,24,67,127.5,172.5,102.5
21626,Michelle Smiley,F,Raw,26,55.5,80,110,40
5702,Stacy Hawkins,F,Wraps,31,118.4,165,167.5,100
14276,Sarah Pratt,F,Raw,24,57.2,85,110,42.5
7020,Tyler May,M,Multi-ply,25,94.71,199.58,249.48,167.83
10999,Candice Urias,F,Raw,29,81.5,115,137.5,60
22531,Russell Clark,M,Single-ply,54,89.6,282.5,295,197.5
26606,Justin Dubs,M,Raw,28,110,252.5,342.5,195
3788,Noah Ukrainetz,M,Raw,16.5,73,227.5,245,130
15115,Deborah Ferrell,F,Single-ply,35.5,116,85,85,160
22020,Erik Tang,M,Raw,30,85.3,170,185,107.5
9468,Shane Graham,M,Wraps,34,98.43,170,207.5,115
14028,Ruben Rosales,M,Wraps,26,109.59,267.5,245,177.5
6259,Konstantin Makarov,M,Raw,22.5,58.9,185,215,130
21888,Anthony Miranda,M,Wraps,30,98.35,237.5,255,170
7599,Jose Potter,F,Raw,52.5,108.1,152.5,187.5,82.5
19500,Emma McRae,F,Raw,21.5,51.45,112.5,146,66.5
14463,Zachary Burk,M,Raw,17,90,206.38,183.7,149.69
21987,Elijah Ellerman,M,Raw,21.5,81.8,212.5,247.5,145
5942,Douglas Bowen,M,Raw,22,104,280,287.5,152.5
29315,Bruno Delepaut,M,Single-ply,51.5,88.98,215,210,160
13270,Nicholas Oppis,M,Raw,23.5,57.2,125,147.5,70
17542,Steven Armstrong,M,Raw,20.5,90.35,185,240,145
29961,Brandon Perez,M,Raw,22,68.4,210,257.5,117.5
14624,Taylor Tran,M,Raw,24.5,72.7,150,195,117.5
19258,Manjot Jassal,M,Raw,21.5,92.65,187.5,247.5,112.5
648,Alex Dincau,M,Single-ply,24.5,80,182.5,230,100
17637,Erin Williams,F,Raw,25.5,66.9,105,122.5,55
19099,Gabe Glennon,M,Raw,17.5,59.15,162.5,167.5,85
7334,Maria Loffredo,F,Raw,28,65.9,90,145,50
27001,Greg Roemer,M,Raw,29,88.4,182.5,200,137.5
12256,Eric Townsley,M,Raw,38.5,70.7,207.5,232.5,150
17269,Logan Whitehill,M,Raw,21.5,95.6,190,227.5,150
6220,Danielle Beard,F,Raw,26,65.3,115,165,62.5
21383,Steve Pena,M,Raw,41,111.22,195,215,165
18418,Samantha Chastain,F,Raw,27,66.6,127.5,127.5,57.5
26540,Dara Safe,M,Raw,15.5,65.9,155,190,102.5
19712,Sakiross Ponder,F,Wraps,30,68.22,106.59,136.08,52.16
19673,Viktoryia Makarevich,F,Raw,19.5,62.45,135,167.5,82.5
10431,Maureen Bornbaum,F,Raw,23,67.2,127.5,172.5,72.5
3651,Hunter LeGrange,M,Raw,21.5,77.4,192.5,260,122.5
11149,Jacob Carney,M,Raw,31.5,112.6,205,250,160
21104,Pleasure Jackson,M,Raw,30,130,170,232.5,145
7411,James Cahill,M,Raw,36,134.7,275,320,192.5
3684,Andrew Herron,M,Raw,28,118.6,180,250,130
10632,Dylan Hedgecock,M,Single-ply,20,81.5,305,272.5,215
22549,Parwin Miazoi,F,Wraps,31,70.4,107.5,120,47.5
17843,Michael Clinkscales,M,Raw,21,83.6,200,205,127.5
13129,Nicolas Recio,M,Raw,21.5,115.1,252.5,260,170
22384,Alexander Gromov,M,Single-ply,27.5,74.88,345,260,245
2481,Uladzislau Zhuk,M,Raw,22.5,120.25,252.5,270,172.5
19998,Buck Sowell,M,Wraps,23,116.21,192.5,230,115
1858,Amado Bermudez-McLaud,M,Raw,21,74.3,124.74,156.49,72.57
6903,Dakota Meyers,M,Wraps,15,114.12,155,160,92.5
19246,Silas Schipper,M,Wraps,34,142,300,295,205
16481,Caleb Smith,M,Raw,23.5,73.14,157.5,227.5,142.5
7532,Kalina Vikilani,F,Wraps,29,136.5,202.5,150,100
16747,Yan-Fei Zhao,F,Raw,21.5,83.9,195,207.5,105
9047,Ashliegh Knox,F,Raw,32.5,61.73,137.5,152.5,75
23468,Jake Little,M,Raw,19,128.6,235,245,160
16716,Kinzley Frederick,F,Single-ply,16.5,86.7,70,90,45
1602,Chris Hogue,M,Wraps,29,123.7,242.5,282.5,160
25526,Anand Patel,M,Raw,22.5,70.4,165,227.5,117.5
18963,Eric Allidem,M,Raw,31,80.8,190,262.5,150
11250,Jennifer De Leon,F,Raw,32,59.9,90,122.5,62.5
28558,Daniel Polhemus,M,Raw,37,74.66,130,205.5,102.5
3475,Valona Aliu,F,Wraps,22,55.8,117.5,112.5,37.5
318,Will Hermanson,M,Raw,19,89.5,155,195,132.5
23945,Derrick Stom,M,Raw,21,108.25,245,250,150
29797,Lorin Blake,F,Raw,41.5,77.9,155,172.5,75
23839,Nadeem Hamidy,M,Raw,20,105,260,267.5,160
18191,Evan Lemons,M,Wraps,24,67.31,199.58,229.06,120.2
29175,Sara Newman,F,Wraps,35,66.45,83.91,106.59,43.09
19058,Kathy Le,F,Raw,24.5,55.4,125,160,67.5
7121,Kaitlyn Sankey,F,Raw,21.5,71.6,127.5,157.5,47.5
21192,Chris Gordert,M,Raw,24,116.66,282.5,297.5,197.5
24014,Tee Popoola,M,Raw,32,117.4,357.5,332.5,240
26000,Stephanie Stephens,F,Single-ply,36,75.6,175,187.5,120
16976,Michael Davenport,M,Raw,31.5,91.5,185,247.5,147.5
5821,Roger Guillory,M,Raw,19,132.45,282.5,257.5,170
29733,Dolora Ramanauskaite,F,Raw,16.5,61.56,122.5,145,65
7068,Zach Hazzard,M,Raw,21.5,90,210,255,125
24502,Andrea Gonzalez,F,Raw,26,65,142.5,155,65
26237,Andres Chavarriga,M,Raw,20,74,155,187,92.5
16536,Brandon Martin,M,Raw,21,121.74,290,300,200
21968,Mario Cayax,M,Raw,19,88.5,200,182.5,132.5
13152,Katey Brent,F,Multi-ply,36,86.82,231.33,181.44,115.67
4775,Jaime Palma,F,Raw,29,55,117.5,147.5,55
8822,Taylor Lewis,M,Raw,24.5,88.2,192.5,215,127.5
10113,Maris Juzups,M,Raw,27.5,119.25,320,305,222.5
12549,Kristian Campanella,M,Raw,18,96.07,192.5,260,145
8499,Jan Pinc,M,Single-ply,41.5,124.58,330,285,280
12077,Thomas Brideson,M,Wraps,28,80,230,252.5,130
27200,Billa Hamilton,F,Wraps,29,73.6,192.5,202.5,110
84,Matt Olivares,M,Wraps,41,82.3,190,195,117.5
10498,Dariusz Wszola,M,Raw,33.5,57.8,202.5,200,145
27568,Cheyenne Delano,F,Raw,18,56,95.5,122.5,50
3851,Kevin Hevel,M,Raw,30.5,80.1,155,175,85
26243,Kelley Sherwin,F,Raw,44.5,51.7,97.5,132.5,60
22678,Lung-Hsin Huang,M,Single-ply,31.5,75,292.5,305,222.5
13533,Blake Parado,M,Raw,28,74.6,200,250,127.5
29076,Kama Moises,M,Raw,23,97.25,207.5,240,147.5
23278,Randy Swain,M,Raw,28,127.2,192.5,210,155
28344,David Emeott,M,Multi-ply,47,97.2,292.5,242.5,197.5
10432,Jonah Malapit,M,Raw,21,122.4,232.5,282.5,150
19929,Chris Golden,M,Single-ply,34,98.9,250,235,230
19388,Nick Onega,M,Raw,19,74.8,202.5,227.5,132.5
3607,Favian Arcidiacono,M,Raw,22.5,81.9,172.5,245,135
11075,Jim Lessick,M,Wraps,22,123.3,207.5,260,130
23830,Stephanie Seebruck,F,Single-ply,17,43.5,100,110,45
6153,Lachlan Green,M,Raw,25.5,88.4,200,215,125
27126,Nikki Boudreaux,F,Wraps,33,64.2,90,167.5,60
1320,Mojtaba Maleki,M,Raw,31.5,156.85,392.5,320,215
21593,Chance Mitchell,M,Raw,20,81.24,227.5,272.5,122.5
29968,Justin Hinh,M,Raw,21.5,64.1,155,192.5,85
21861,Fernando Oliva,M,Raw,,73.5,175,195,107.5
15344,Erin Zenker,F,Raw,22,59.56,120,152.5,75
5380,Leoni Smith,F,Wraps,36,73,172.5,175,87.5
5817,Matt Olszewski,M,Raw,24.5,81.45,170,210,142.5
14927,Maggie Rimnac,F,Raw,30.5,82.4,110,140,65
21865,Eric Asatryan,M,Raw,21,102.51,220,65,25
6115,Brittainy Chown,F,Raw,25,74.35,142.5,160,70
20883,Jaimee Hartnett,F,Raw,35,68.76,100,125,65
22957,John Chung,M,Raw,23,58.97,135,157.5,92.5
8360,Trey Wright,M,Wraps,17,122.47,226.8,249.48,131.54
14460,Sarah Duggan,F,Raw,34.5,71.05,105,127.5,55
17026,Nick DeAnne,M,Single-ply,18,73.4,110,145,140
1143,Rob Buxbaum,M,Raw,22,87.14,197.5,240,120
8486,Fredrick Martinez,M,Wraps,47,114.76,227.5,305,170
551,Jacob Worthington,M,Raw,32.5,81.35,190,207.5,135
7276,Dallas Cavegn,F,Single-ply,15.5,70.97,150,145,92.5
22706,Megan Bateman,F,Raw,21.5,56.55,100,137.5,74.5
20459,Matthew Smith,M,Raw,17.5,73.2,155,180,85
8590,Zakaria Mouffok,M,Raw,19.5,103.48,295,310,172.5
29212,Benjamin Hudson,M,Raw,22,87.5,210,250,145
2803,Natalie Trejo,F,Raw,20,67.2,60,100,47.5
1046,Sopheap Thach,F,Raw,28,80.3,150,160,70
149,Linda Aragon,F,Wraps,18,69.75,110,100,37.5
3069,Gabriel García,M,Single-ply,36.5,90.82,295,280,215
8684,Ayesha Parsons,F,Raw,25.5,81.25,120,155,65
94,Micaela Lopez,F,Wraps,24,47.4,110,125,67.5
7625,Matt Writt,M,Wraps,31,97.52,174.63,229.06,92.99
26963,Sha-Renae Alexander,F,Raw,27.5,68.3,125,140,62.5
15973,Richard Castillo,M,Raw,25,151,242.5,250,215.5
914,Tamara Navarro,F,Raw,23.5,69.1,132.5,147.5,65
9793,Ceasar Amado,M,Raw,29,99.4,230,277.5,175
13967,Miranda Craiger,F,Single-ply,24,59.51,115.67,127.01,47.63
26830,Katerina Hyblerova,F,Single-ply,19.5,60.01,100,107.5,62.5
17315,Julian Van Der Zanden,M,Raw,34.5,81.75,230,275,142.5
21652,Nicole Sellers,F,Raw,43.5,75.1,90,97.5,57.5
1496,Michelle Rodriguez,F,Raw,21,48.2,85,130,65
28584,Brendon Cornwell,M,Raw,24,98.8,245,300,172.5
18492,Slawomir Sledz,M,Raw,38.5,58.34,175,190,140
13724,Tony McKenna,M,Raw,64.5,73.6,170,160,95
24510,Justin Payne,M,Raw,30.5,73.2,120,167.5,102.5
4885,Blake Hornbook,M,Raw,21.5,77.65,135,210,105
10633,Yoshiyuki Miyamoto,M,Raw,37.5,117.7,245,225,200
26287,Donna Williams,F,Wraps,39,71.12,180,190,120
7098,Adam Garcia,M,Raw,24.5,104.8,235,280,165
18200,Jordan Clout,M,Raw,25,91.6,202.5,252.5,135
7873,Christopher Fowler,M,Raw,35,131.5,135,152.5,117.5
23026,Brendan Hynes,M,Wraps,37,98.43,210.92,249.48,138.35
24524,Brian Schwab,M,Single-ply,41,73.6,292.5,260,197.5
20110,Harlan Presnell,M,Raw,24,72.5,160,212.5,127.5
11548,Anton Colovey,M,Wraps,23,125,325,320,220
18484,Cynthia Welden,F,Wraps,16,73.16,130,157.5,82.5
12333,Mustafa Butt,M,Raw,21.5,65.45,130,217.5,85
18719,Hugo Munoz,M,Raw,40,99.5,152.5,200,122.5
25092,Carol Lowry,F,Raw,51.5,65.4,77.5,122.5,47.5
21608,Ted Stewart,M,Single-ply,48,120.54,227.5,227.5,150
18080,Gavin Miskimon,M,Raw,21,98.79,180,205,120
14777,Ryan Doody,M,Raw,30,87.9,180,230,125
25920,Brian Kiraly,M,Single-ply,31,81.83,275,280,175
10121,Anthony Jackson,M,Raw,24,88.9,192.5,235,120
4901,Benjamin Cooney,M,Raw,18.5,76.8,205,237.5,137.5
17125,Ben Shum,M,Raw,21.5,80.75,167.5,212.5,140
19687,Anthony Nocera,M,Raw,21,109.59,237.5,260,142.5
17659,Gary Croft,M,Raw,36,107,160,265,160
5145,Dave Keong,M,Raw,41.5,103.05,227.5,260,165
18401,Stepan Artuni,M,Raw,20,81.3,187.5,227.5,130
7284,Jared Luna,M,Wraps,27,99.6,220,282.5,155
5568,Derek Akunne,M,Raw,23.5,103,295,300,182.5
1967,Daniel Austin,M,Single-ply,33.5,67.4,257.5,290,147.5
23295,Ashlyn Keller,F,Raw,24.5,83.8,147.5,157.5,80
9376,Michael Han,M,Raw,28.5,70.36,195,222.5,130
21497,Andrea Andhor,F,Raw,27.5,62.38,120,152.5,75
29836,Christopher Mazza,M,Raw,34,125.83,-250,292.5,190
1634,David Sam,M,Raw,28.5,86.1,155,200,100
25642,Selina Wilkie,F,Raw,21.5,70.05,160,167.5,80
7402,Andrew Sevillano,M,Raw,25.5,72.7,175,207.5,130
17946,Paula Birmingham,F,Single-ply,40.5,65.6,152.5,175,80
19805,Jesse Williams,M,Single-ply,15,90,124.74,113.4,77.11
9809,Joseph Stephenson,M,Raw,27.5,100.5,195,190,127.5
18470,Teemu Hallfors,M,Raw,,80.24,220,230,172.5
24647,William Lee,M,Single-ply,26,129.46,300,280,240
24479,Michael Fowler,M,Single-ply,61,113.6,205,205,135
3037,Dave Grady,M,Wraps,32,94.8,227.5,250,160
9671,Cassandra Verwys,F,Raw,30,62.3,-85,125,45
622,Libor Hurdálek,M,Multi-ply,61,97.9,250,225,155
6246,Brandon Tan,M,Raw,19.5,73.7,182.5,227.5,122.5
926,Barry Antoniow,M,Single-ply,42.5,82.98,150,227.5,253
9690,Lawrence Schulte,M,Raw,20.5,91.7,197.5,247.5,132.5
25729,Chris Flores,M,Wraps,46,96.65,227.5,267.5,187.5
17142,Hailey McEwan,F,Single-ply,18.5,61.1,87.5,120,45
18855,Jeffrey Lai,M,Raw,20.5,79.2,205,250,120
26036,Adam Gifford,M,Raw,40,90.55,155,185,130
16068,George Greig,M,Raw,20.5,72,135,170,97.5
28125,Whitney Williams,F,Wraps,27,55.6,115,135,60
14398,Matthew Mudd,M,Raw,31,95.7,190,210,147.5
26834,Nathaniel Holley,M,Raw,27,80.7,175,227.5,125
14146,Wayne Jandoc,M,Raw,52,110,232.5,147.5,157.5
20369,Amanda Zielinski,F,Raw,19.5,71,130,155,82.5
1332,Liliana Ruiz,F,Raw,25.5,68.5,140,155,55
9224,Lucas Pribble,M,Wraps,19,73.3,165,182.5,127.5
5149,Cat Hawkins,F,Wraps,41,76.3,82.5,95,52.5
28900,Amy Weisberger,F,Wraps,46,66,175,190,117.5
10522,Hunter Roller,M,Wraps,20,97.98,167.83,185.97,122.47
2688,Karel Ruso,M,Single-ply,50.5,65.78,242.5,230,97.5
1714,Jeff Hendryx,M,Raw,33,89.9,150,205,97.5
20707,Esmeralda Villafane,F,Wraps,34,55,115,135,55
28759,Stina Lindell,F,Raw,26.5,62.13,125,162.5,72.5
2059,Jeremy Denison,M,Raw,30,107.86,227.5,247.5,157.5
20379,Carlos Guadalupe,M,Raw,28.5,73.1,217.5,240,155
6037,Roman Gomez,M,Raw,34,78.2,147.5,160,125
8523,Julian Depres,M,Wraps,22,79.8,200,260,140
14513,Philip Pohle,M,Raw,23,87.4,185,242.5,130
21680,Jake Frazier,M,Raw,24,98.6,285,347.5,165
3855,Sohale Shakoor,M,Raw,17,81.65,155,180,100
1178,Carolyn Mitchell,F,Raw,26,116.3,130,165,57.5
8122,Andrew Dawes,M,Raw,24.5,65.14,200,217.5,125
7518,Bradley Magnusson,M,Raw,28.5,125.3,175,272.5,162.5
21838,Miroslav Koprnicky,M,Raw,65.5,99.77,182.5,220.5,145
12090,John Dalessio,M,Single-ply,47.5,82.8,260,245,185
18948,Edward Alicdan Jr,M,Raw,23,91.9,205,245,150
20155,David Douglas,M,Wraps,27,156.31,410,320,255
10907,David Mclendon,M,Raw,20.5,76,150,205,87.5
27829,Raych Bell,F,Raw,30,61.8,80,87.5,45
10080,Denise Till,F,Raw,51.5,71.3,100,145,62.5
8508,Ted Giordano,M,Raw,38,89.9,192.5,260,150
10115,Abi Graham,F,Raw,35.5,60.65,122.5,150,72.5
7580,Owen Hubbard,M,Raw,21.5,81.15,257.5,100,190.5
16792,Liane Blyn,F,Single-ply,35.5,76.8,230,222.5,147.5
21287,Jen Maduro,F,Single-ply,18.5,95.1,92.5,135,47.5
26883,Andrew Binger,M,Wraps,21,88.3,207.5,200,147.5
7845,Tim Pigeon,M,Wraps,30,99.79,240,272.5,170
19940,Maksym Samoilov,M,Raw,22.5,82.09,260,250,157.5
13976,Kerry Ferguson,M,Raw,22.5,73.3,152.5,182.5,90
28481,Karel Ruso,M,Single-ply,43.5,66.94,260,235,100
2818,Matt Arthur,M,Raw,41,174,235,210,165
19329,Alejandro Madrigal,M,Raw,23.5,79.4,145,190,102.5
950,Josh Williams,M,Raw,21.5,82.8,227.5,242.5,125
5362,Dennis Tolentino,M,Raw,31,99.79,177.5,230,125
18134,Steve Kylis,M,Multi-ply,64,86.64,263.08,226.8,113.4
25485,Toni Bainbridge,F,Raw,25.5,56.4,90,105,42.5
20327,Spencer Brothers,M,Raw,25.5,70.5,155,177.5,122.5
22501,Frédéric Mannequin,M,Raw,22.5,65.89,205,233,135
18839,Adam Florek,M,Raw,30.5,101,160,212.5,110
13857,Brennan Reardon,M,Raw,27.5,84.8,180,255,120
22279,Chrissy Belo,F,Raw,41,52.8,87.5,110,57.5
20757,AJ Rodriguez,M,Raw,29,74.2,175,205,107.5
6385,Tamás Bocz,M,Wraps,34,114.6,330,320,235
9584,Melissa Heng,F,Raw,26.5,71.5,135,157.5,50
1639,Brett Zoerb,M,Raw,57.5,73.3,185,205,102.5
5200,Lee Luedeker,M,Raw,66,67,112.5,180,97.5
16200,Terrance Phillips III,M,Single-ply,18.5,58.6,207.5,207.5,90
25560,Eric Cafferty,M,Raw,26.5,105,252.5,227.5,185
27789,Tracy Ruiz,F,Raw,46,116.94,137.5,147.5,100
6451,Enach Bricker,M,Raw,34,82.1,192.41,227.48,174.95
26485,Gregory Page,M,Raw,53.5,81,215,240,137.5
18258,Matt Delima,M,Raw,21.5,102.8,212.5,210,160
11921,Heather Bell,F,Wraps,36,55.79,90,150,55
12648,Stephanie Stephens,F,Single-ply,37,75,195..0,192.5,137.5
20790,Dusty Flores,M,Raw,21,85.4,195,227.5,167.5
27095,Lothar Vallot,M,Single-ply,56,89.18,125,145,102.5
17344,Dakota Reich,F,Single-ply,16.5,55.64,120,140,65
16721,Saeid Motamedi Sedeh,M,Single-ply,18.5,77.64,210,250,130
18022,Cindy Goodrich,F,Single-ply,59.5,50.72,95,112.5,70
20505,Valeria Arce Gonzalez,F,Raw,23,66,102.5,150,57.5
7316,Christy Vong,F,Raw,29,66.5,115,145,45
1965,Lauren Hannon,F,Raw,36,59.3,122.5,140,72.5
15907,Karen Hesthammer,F,Single-ply,20.5,51.53,167.5,157.5,90
26028,Keller Bruce,M,Raw,21,80.8,142.5,182.5,77.5
26093,Paul Beresford,M,Single-ply,16.5,69.95,140,210,100
28305,Kathy Jones,F,Wraps,56,49.62,58.97,79.38,36.29
2025,Shari Davis,F,Raw,51,82.5,82.5,117.5,50
23138,Eric Gokee,M,Raw,22.5,72.2,162.5,215,120
14370,Mark Sapyta,M,Raw,18,84.76,150,192.5,85
29974,Ishy Nyandoro,M,Raw,25.5,80.2,205,250,140
13554,Christopher Alexander,M,Raw,23.5,65.2,140,182.5,82.5
11761,Durell Cull,M,Wraps,34,82.1,267.62,290.3,188.24
11137,Marat Aminov,M,Raw,,82.02,242.5,292.5,177.5
4963,Amanda Doll,F,Raw,34.5,120.8,160,160,92.5
4127,Vladimir Polivanov,M,Wraps,53,122.5,205,257.5,162.5
10573,Victor Terrero,M,Raw,28,104.35,190,227.5,127.5
26683,Ricky Williams,M,Raw,30,82.4,182.5,222.5,110
7681,Mike Zach,M,Wraps,27,99.6,310,285,197.5
28631,Jon Heck,M,Raw,23,139.2,230,285,185
2928,Aman Kapyshev,M,Raw,25.5,73.25,245,230,165
20033,Michael Cosgrove,M,Raw,71,66.4,65,110,70
1790,Favian Padilla,M,Raw,24,87,180,277.5,137.5
13631,Kenneth Untalan,M,Raw,19,74.34,175,215,100
6954,Andy Zambrano,M,Single-ply,24.5,82.52,310,242.5,200
15657,Leontiy Sanin,M,Wraps,24,66.9,120,155,97.5
17437,Vladislav Chornyi,M,Single-ply,18.5,73.72,270,250,145
16166,Heather Collins,F,Wraps,39,72.8,70,110,37.5
29933,Steve Paslitis,M,Wraps,25.5,122.1,210,280,120
7026,Joe Rother,M,Multi-ply,24,88,362.87,308.44,244.94
24513,Marina Belyak,F,Raw,49,55.7,52.5,75,42.5
6707,Ashley Barry,F,Raw,19,55.29,82.5,121,42.5
18434,Alan Lee,M,Raw,22,55.2,145,192.5,90
28614,Liem Chau,M,Raw,30,96.9,162.5,207.5,110
13874,Danny Comardelle,M,Raw,35.5,87.6,197.5,250,160
12179,Matthew Jeffrey,M,Raw,21,66.4,137.5,175,87.5
1593,Brandon Tieh,M,Raw,17.5,63.2,100,145,80
10393,Roselyn Tirrito,F,Wraps,24,74.84,150,185,82.5
4383,Aura Morris,F,Single-ply,33,87.82,192.5,165,120
7527,Stevin Lacoste,M,Wraps,29,97.9,242.5,252.5,152.5
700,Brandon Benavides,M,Single-ply,15,100,113.4,147.42,90.72
22348,Scott Gardner,M,Raw,27,152.5,237.5,280,187.5
24400,Barrett Marum,M,Single-ply,28,105.4,260,257.5,200
26716,Erlina Pecante,F,Single-ply,44.5,82.58,215,205,122.5
28671,Andrea Gamble,F,Raw,28.5,79.24,90,147.5,35
11377,Nathan Tanis,M,Raw,22.5,82.9,290.5,290,160
17024,Charles Hammonds Jr,M,Raw,21.5,81.01,220,272.5,137.5
4029,Genevieve Betro,F,Raw,28,66.86,127.5,135,67.5
12187,Edward Willis,M,Raw,38,85.82,217.5,252.5,137.5
12494,Jerry Stanley,M,Raw,28,108.5,257.5,272.5,152.5
20727,Cassandra Wright,F,Raw,19,81,107.5,165,77.5
10614,Brock Daniels,M,Wraps,29,108.5,265,282.5,162.5
764,Nathan Walton,M,Single-ply,36.5,73.7,275,307.5,190
3116,Judd Sato,M,Single-ply,20,74.66,207.5,192.5,185
15241,Amanda Kohatsu,F,Raw,31,67.1,157.5,180,90
4342,Brad Peters,M,Raw,39.5,58.4,157.5,182.5,87.5
758,Tui Katene,F,Raw,42.5,70.12,130,155,85
26484,Jin Lee,M,Raw,22,75.61,165,180,112.5
6598,Andrea Vergara,F,Raw,29.5,57.85,92.5,90,40
10923,Brandon Bowers,M,Wraps,26,107.86,230,262.5,175
12431,Javier Avila,M,Raw,60,82.5,182.5,230,92.5
29990,Matthew Reep,M,Raw,35,72.8,152.5,195,163.5
22644,Dean Piggott,M,Wraps,22,82.5,250,242.5,155
38,Nicholas Xiong,M,Raw,17,67.35,95,145,77.5
3613,Dennis Cornelius,M,Raw,37,126.2,412.5,340,262.5
9647,Derrick Choe,M,Raw,21.5,79.6,185,185,102.5
29163,Kirill Kuzin,M,Wraps,20,88.3,245,240,145
11853,Bobby Markel,M,Raw,45,119.57,155,185,115
17252,Bonnie Aerts,F,Single-ply,48,50.8,60,92.5,45
5274,Kyle Reel,F,Wraps,30,72.57,117.93,145.15,72.57
7478,Trent Ciconne,M,Wraps,22,125,260.82,283.5,195.04
7203,Michael Barbuto,M,Raw,22.5,58.9,188,212.5,122.5
2894,Gustabo Munoz,M,Raw,27,150.8,305,377.5,205
5046,Joseph Ludewig,M,Raw,19.5,82.1,175,227.5,102.5
19632,Josh Puckett,M,Single-ply,17,71.67,192.5,182.5,120
4587,Aleksey Kurkov,M,Single-ply,40,106.3,260,250,185
12562,Adriano Da Costa,M,Wraps,52.5,74.3,232.5,227.5,127.5
16830,Tuvale Polu,M,Raw,26,99,190,227.5,135
19283,Jared Dale,M,Wraps,27,107.95,312.5,325,195
29777,Paola Holguin,F,Raw,32,65.5,112.5,137.5,57.5
9245,Terence Bosman,M,Raw,19.5,102.52,235,302.5,140
6724,Rebecca Fittante,F,Raw,29,71.7,107.5,150,67.5
20688,Danny O'Brien,M,Wraps,24,89.75,210,240,155
23546,Olivia Ferguson,F,Raw,20,72.8,107.5,122.5,57.5
8698,Siim Rast,M,Raw,28.5,185.93,345,355,240
29537,Daniel Sutera,M,Raw,22.5,114.5,180,202.5,135
26831,Michael Baker,M,Raw,42,86.3,132.5,165,92.5
16235,Rose Chao,F,Raw,33.5,80.2,92.5,105,52.5
7572,Myreon Dunn,M,Wraps,35,88,210,260,147.5
6301,Aimee Anderson,F,Wraps,36,65.65,122.5,172.5,65
22587,Jeff Frank,M,Wraps,25,168.51,365,320,227.5
15589,Michelle Quizon,F,Raw,20,50.6,97.5,125,57.5
2807,Paul Wong,M,Single-ply,26,67.3,215,227.5,175
22783,Tapio Kahari,M,Raw,69.5,94.34,145,162.5,92.5
22854,Omar Valdez,M,Raw,15,59.34,92.5,137.5,65
20412,Denise Nakamura,F,Raw,26,64,85,95,60
14487,Laura Styrlund,F,Single-ply,43,74.2,160,180,115
8496,Ben Beasley,M,Raw,24.5,79.8,165,220,112.5
29431,Abi Graham,F,Raw,34.5,60.6,110,157.5,67.5
18536,Ashley Asuncion,F,Raw,21.5,68.6,132.5,150,85
14625,Jerimiah Snelgrove,M,Raw,25,74.8,182.5,235,110
15891,Rudy Garcia,M,Single-ply,37,82.1,215,227.5,182.5
9178,Ron Brinker,M,Raw,41.5,61.6,157.5,182.5,97.5
28515,Chris Morton,M,Wraps,39,81.92,172.37,190.51,120.2
28148,Rick Nipper,M,Wraps,44,135.6,317.5,317.5,227.5
20355,Mark Faulkner,M,Raw,20.5,105.7,215,252.5,140
252,Anastasia Lanz,F,Raw,29,74.1,90,117.5,47.5
6860,Louise Murray,F,Single-ply,25.5,54.74,167.5,157.5,92.5
5082,Stanislav Jurčišin,M,Wraps,71,112.35,130,160,100
511,Roman Anvar,M,Wraps,25.5,92.3,182.5,210,140
23123,Lindsay Morris,F,Raw,26.5,68.3,92.5,107.5,60
5768,Emily Medina,F,Raw,26.5,60.4,100,137.5,55
26796,Matt Hess,M,Raw,23,97.7,212.5,262.5,172.5
18955,Sasha Coleman,F,Wraps,31,96.2,162.5,152.5,95
3333,Edward Zimmerman,M,Raw,58,109.9,277.5,252.5,147.5
27038,Matt Arthur,M,Multi-ply,41,168.55,251.74,224.53,161.03
15495,Gabrielle Felps,F,Raw,22.5,89.37,190,202.5,92.5
8405,Michael Pullifrone,M,Raw,28.5,86.05,197.5,207.5,115
17425,Adam Schweller,M,Wraps,31,131.2,272.5,277.5,160
29647,Jennifer Freytag,F,Raw,36.5,105.5,135,150,62.5
4062,Thomas Soto,M,Raw,21.5,65,220,225,115
9060,Jake Chrusciel,M,Wraps,21,81,172.5,182.5,105
